CLK_REF_COUNTER,CPU0_CLOCK_COUNTER,CPU0_CACHE_REFILL,CPU0_CACHE_ACCESS,CPU0_READ_STALL,CPU0_WRITE_STALL,CPU0_INSTR_RENAME,CPU0_BRANCH_MISS,CPU1_CLOCK_COUNTER,CPU1_CACHE_REFILL,CPU1_CACHE_ACCESS,CPU1_READ_STALL,CPU1_WRITE_STALL,CPU1_INSTR_RENAME,CPU1_BRANCH_MISS,
1717478925610559000, 5829594, 0, 5381758, 0, 0, 31840064, 6490, 1155, 0, 0, 0, 0, 0, 0, 
1717478925672692000, 6481708, 0, 5993302, 0, 0, 35432668, 7215, 1219, 0, 0, 0, 0, 0, 0, 
1717478925735265000, 7131472, 0, 6602828, 0, 0, 39012906, 7936, 1283, 0, 0, 0, 0, 0, 0, 
1717478925798970000, 7790944, 0, 7191820, 0, 0, 42549802, 8666, 1347, 0, 0, 0, 0, 0, 0, 
1717478925861170000, 8439328, 0, 7800047, 0, 0, 46122400, 9392, 1411, 0, 0, 0, 0, 0, 0, 
1717478925923105000, 9087358, 0, 8407944, 0, 0, 49693062, 10111, 1475, 0, 0, 0, 0, 0, 0, 
1717478925985763000, 9736963, 0, 8988127, 0, 0, 53177036, 10829, 1539, 0, 0, 0, 0, 0, 0, 
1717478926046843000, 10372846, 0, 9585255, 0, 0, 56682831, 11536, 1603, 0, 0, 0, 0, 0, 0, 
1717478926109136000, 11019125, 0, 10191590, 0, 0, 60244137, 12255, 1667, 0, 0, 0, 0, 0, 0, 
1717478926172622000, 11680423, 0, 10811335, 0, 0, 63885965, 12989, 1731, 0, 0, 0, 0, 0, 0, 
1717478926235244000, 12334818, 0, 11395794, 0, 0, 67395621, 13712, 1795, 0, 0, 0, 0, 0, 0, 
1717478926296277000, 12977185, 0, 11998712, 0, 0, 70936218, 14427, 1859, 0, 0, 0, 0, 0, 0, 
1717478926358589000, 13620353, 0, 12602270, 0, 0, 74480821, 15142, 1923, 0, 0, 0, 0, 0, 0, 
1717478926420962000, 14273308, 0, 13185442, 0, 0, 77982741, 15864, 1987, 0, 0, 0, 0, 0, 0, 
1717478926482011000, 14910595, 0, 13783744, 0, 0, 81495809, 16572, 2051, 0, 0, 0, 0, 0, 0, 
1717478926545183000, 15560337, 0, 14393249, 0, 0, 85075960, 17295, 2115, 0, 0, 0, 0, 0, 0, 
1717478926607459000, 16213087, 0, 14976238, 0, 0, 88576760, 18017, 2179, 0, 0, 0, 0, 0, 0, 
1717478926669381000, 16856540, 0, 15580052, 0, 0, 92122914, 18733, 2243, 0, 0, 0, 0, 0, 0, 
1717478926730627000, 17499731, 0, 16183622, 0, 0, 95667659, 19446, 2307, 0, 0, 0, 0, 0, 0, 
1717478926793936000, 18156719, 0, 16799603, 0, 0, 99286640, 20176, 2371, 0, 0, 0, 0, 0, 0, 
1717478926856316000, 18802724, 0, 17376566, 0, 0, 102751302, 20891, 2435, 0, 0, 0, 0, 0, 0, 
1717478926918700000, 19457939, 0, 17990886, 0, 0, 106360512, 21621, 2499, 0, 0, 0, 0, 0, 0, 
1717478926980795000, 20101508, 0, 18594798, 0, 0, 109907272, 22335, 2563, 0, 0, 0, 0, 0, 0, 
1717478927041811000, 20740962, 0, 19165911, 0, 0, 113336778, 23042, 2627, 0, 0, 0, 0, 0, 0, 
1717478927105768000, 21400406, 0, 19784082, 0, 0, 116968969, 23776, 2691, 0, 0, 0, 0, 0, 0, 
1717478927166441000, 22040434, 0, 20384834, 0, 0, 120496722, 24489, 2755, 0, 0, 0, 0, 0, 0, 
1717478927230485000, 22699761, 0, 20973697, 0, 0, 124032844, 25218, 2819, 0, 0, 0, 0, 0, 0, 
1717478927291753000, 23340584, 0, 21575157, 0, 0, 127564848, 25930, 2883, 0, 0, 0, 0, 0, 0, 
1717478927353128000, 23984452, 0, 22179417, 0, 0, 131113505, 26646, 2947, 0, 0, 0, 0, 0, 0, 
1717478927416322000, 24634415, 0, 22789042, 0, 0, 134694544, 27369, 3011, 0, 0, 0, 0, 0, 0, 
1717478927477443000, 25272665, 0, 23359081, 0, 0, 138117602, 28074, 3075, 0, 0, 0, 0, 0, 0, 
1717478927538836000, 25918655, 0, 23965153, 0, 0, 141677358, 28791, 3139, 0, 0, 0, 0, 0, 0, 
1717478927603122000, 26579712, 0, 24584767, 0, 0, 145318170, 29525, 3203, 0, 0, 0, 0, 0, 0, 
1717478927664093000, 27219961, 0, 25156592, 0, 0, 148751946, 30233, 3267, 0, 0, 0, 0, 0, 0, 
1717478927725938000, 27867222, 0, 25763802, 0, 0, 152318518, 30955, 3331, 0, 0, 0, 0, 0, 0, 
1717478927789911000, 28528288, 0, 26383344, 0, 0, 155959112, 31689, 3395, 0, 0, 0, 0, 0, 0, 
1717478927850967000, 29168906, 0, 26955496, 0, 0, 159394884, 32398, 3459, 0, 0, 0, 0, 0, 0, 
1717478927912045000, 29805421, 0, 27553188, 0, 0, 162904054, 33106, 3523, 0, 0, 0, 0, 0, 0, 
1717478927976429000, 30471056, 0, 28176811, 0, 0, 166569188, 33848, 3587, 0, 0, 0, 0, 0, 0, 
1717478928037703000, 31106476, 0, 28773445, 0, 0, 170072216, 34553, 3651, 0, 0, 0, 0, 0, 0, 
1717478928100249000, 31760095, 0, 29357211, 0, 0, 173577704, 35276, 3715, 0, 0, 0, 0, 0, 0, 
1717478928164250000, 32426483, 0, 29981585, 0, 0, 177247117, 36017, 3779, 0, 0, 0, 0, 0, 0, 
1717478928226804000, 33081703, 0, 30595908, 0, 0, 180856379, 36747, 3843, 0, 0, 0, 0, 0, 0, 
1717478928289776000, 33734812, 0, 31179217, 0, 0, 184359121, 37470, 3907, 0, 0, 0, 0, 0, 0, 
1717478928351095000, 34372926, 0, 31778257, 0, 0, 187876631, 38177, 3971, 0, 0, 0, 0, 0, 0, 
1717478928413648000, 35024586, 0, 32389471, 0, 0, 191467057, 38901, 4035, 0, 0, 0, 0, 0, 0, 
1717478928476240000, 35680310, 0, 33004244, 0, 0, 195079002, 39631, 4099, 0, 0, 0, 0, 0, 0, 
1717478928538399000, 36329644, 0, 33584183, 0, 0, 198561502, 40349, 4163, 0, 0, 0, 0, 0, 0, 
1717478928599181000, 36961887, 0, 34177978, 0, 0, 202047514, 41051, 4227, 0, 0, 0, 0, 0, 0, 
1717478928662649000, 37617327, 0, 34792575, 0, 0, 205658211, 41780, 4291, 0, 0, 0, 0, 0, 0, 
1717478928725314000, 38274540, 0, 35379550, 0, 0, 209182975, 42506, 4355, 0, 0, 0, 0, 0, 0, 
1717478928789313000, 38936994, 0, 36000334, 0, 0, 212831035, 43245, 4419, 0, 0, 0, 0, 0, 0, 
1717478928850863000, 39578100, 0, 36602043, 0, 0, 216364578, 43955, 4483, 0, 0, 0, 0, 0, 0, 
1717478928914437000, 40247497, 0, 37199899, 0, 0, 219954674, 44695, 4547, 0, 0, 0, 0, 0, 0, 
1717478928977878000, 40900112, 0, 37811974, 0, 0, 223550223, 45422, 4611, 0, 0, 0, 0, 0, 0, 
1717478929040223000, 41548954, 0, 38420595, 0, 0, 227125282, 46145, 4675, 0, 0, 0, 0, 0, 0, 
1717478929101912000, 42194702, 0, 39026456, 0, 0, 230683720, 46861, 4739, 0, 0, 0, 0, 0, 0, 
1717478929163817000, 42836330, 0, 39599510, 0, 0, 234124902, 47571, 4803, 0, 0, 0, 0, 0, 0, 
1717478929226439000, 43489682, 0, 40212242, 0, 0, 237724385, 48297, 4867, 0, 0, 0, 0, 0, 0, 
1717478929287090000, 44122421, 0, 40806484, 0, 0, 241213072, 49001, 4931, 0, 0, 0, 0, 0, 0, 
1717478929351089000, 44788021, 0, 41400950, 0, 0, 244782812, 49737, 4995, 0, 0, 0, 0, 0, 0, 
1717478929413050000, 45437081, 0, 42009764, 0, 0, 248359017, 50457, 5059, 0, 0, 0, 0, 0, 0, 
1717478929475983000, 46088321, 0, 42620609, 0, 0, 251947176, 51181, 5123, 0, 0, 0, 0, 0, 0, 
1717478929538398000, 46741746, 0, 43204202, 0, 0, 255451632, 51904, 5187, 0, 0, 0, 0, 0, 0, 
1717478929600199000, 47382041, 0, 43805194, 0, 0, 258980834, 52618, 5251, 0, 0, 0, 0, 0, 0, 
1717478929663154000, 48043039, 0, 44424669, 0, 0, 262621061, 53350, 5315, 0, 0, 0, 0, 0, 0, 
1717478929724358000, 48678213, 0, 45021163, 0, 0, 266123082, 54057, 5379, 0, 0, 0, 0, 0, 0, 
1717478929786553000, 49322482, 0, 45596580, 0, 0, 269578408, 54769, 5443, 0, 0, 0, 0, 0, 0, 
1717478929849173000, 49979567, 0, 46212569, 0, 0, 273197668, 55502, 5507, 0, 0, 0, 0, 0, 0, 
1717478929911172000, 50621356, 0, 46814887, 0, 0, 276734886, 56214, 5571, 0, 0, 0, 0, 0, 0, 
1717478929973716000, 51273123, 0, 47396999, 0, 0, 280230442, 56935, 5635, 0, 0, 0, 0, 0, 0, 
1717478930037352000, 51942827, 0, 48024336, 0, 0, 283917623, 57680, 5699, 0, 0, 0, 0, 0, 0, 
1717478930100458000, 52592036, 0, 48633289, 0, 0, 287494635, 58403, 5763, 0, 0, 0, 0, 0, 0, 
1717478930161450000, 53231949, 0, 49204814, 0, 0, 290926623, 59111, 5827, 0, 0, 0, 0, 0, 0, 
1717478930223202000, 53876114, 0, 49809253, 0, 0, 294476558, 59825, 5891, 0, 0, 0, 0, 0, 0, 
1717478930285237000, 54523588, 0, 50416735, 0, 0, 298044553, 60546, 5955, 0, 0, 0, 0, 0, 0, 
1717478930347252000, 55168716, 0, 51022043, 0, 0, 301599665, 61263, 6019, 0, 0, 0, 0, 0, 0, 
1717478930409753000, 55814856, 0, 51599128, 0, 0, 305065053, 61978, 6083, 0, 0, 0, 0, 0, 0, 
1717478930471845000, 56460195, 0, 52204620, 0, 0, 308621279, 62694, 6147, 0, 0, 0, 0, 0, 0, 
1717478930531792000, 57093667, 0, 52799597, 0, 0, 312114166, 63398, 6211, 0, 0, 0, 0, 0, 0, 
1717478930595824000, 57751383, 0, 53387021, 0, 0, 315641618, 64126, 6275, 0, 0, 0, 0, 0, 0, 
1717478930656282000, 58390129, 0, 53986631, 0, 0, 319162530, 64838, 6339, 0, 0, 0, 0, 0, 0, 
1717478930717842000, 59023648, 0, 54581563, 0, 0, 322655396, 65541, 6403, 0, 0, 0, 0, 0, 0, 
1717478930781849000, 59690392, 0, 55177054, 0, 0, 326231260, 66278, 6467, 0, 0, 0, 0, 0, 0, 
1717478930845405000, 60352998, 0, 55798046, 0, 0, 329880395, 67015, 6531, 0, 0, 0, 0, 0, 0, 
1717478930908254000, 61014340, 0, 56550984, 0, 0, 334141594, 70939, 6595, 0, 0, 0, 0, 0, 0, 
1717478930970902000, 61663439, 0, 57153760, 0, 0, 337697232, 71668, 6659, 0, 0, 0, 0, 0, 0, 
1717478931032973000, 62306403, 0, 57728009, 0, 0, 341145570, 72380, 6723, 0, 0, 0, 0, 0, 0, 
1717478931096973000, 62974322, 0, 58347582, 0, 0, 344802108, 73124, 6787, 0, 0, 0, 0, 0, 0, 
1717478931160515000, 63634733, 0, 58960441, 0, 0, 348418344, 73859, 6851, 0, 0, 0, 0, 0, 0, 
1717478931221516000, 64276493, 0, 59536345, 0, 0, 351876654, 74572, 6915, 0, 0, 0, 0, 0, 0, 
1717478931284872000, 64934059, 0, 60143934, 0, 0, 355461244, 75299, 6979, 0, 0, 0, 0, 0, 0, 
1717478931347354000, 65581775, 0, 60745460, 0, 0, 359009403, 76018, 7043, 0, 0, 0, 0, 0, 0, 
1717478931408816000, 66220417, 0, 61315848, 0, 0, 362434555, 76724, 7107, 0, 0, 0, 0, 0, 0, 
1717478931470095000, 66862694, 0, 61912511, 0, 0, 365953569, 77439, 7171, 0, 0, 0, 0, 0, 0, 
1717478931532464000, 67508466, 0, 62512297, 0, 0, 369491297, 78157, 7235, 0, 0, 0, 0, 0, 0, 
1717478931596025000, 68170453, 0, 63126569, 0, 0, 373115996, 78892, 7299, 0, 0, 0, 0, 0, 0, 
1717478931660019000, 68837846, 0, 63722636, 0, 0, 376695356, 79630, 7363, 0, 0, 0, 0, 0, 0, 
1717478931724602000, 69508277, 0, 64344442, 0, 0, 380365352, 80375, 7427, 0, 0, 0, 0, 0, 0, 
1717478931786978000, 70158001, 0, 64947760, 0, 0, 383924271, 81096, 7491, 0, 0, 0, 0, 0, 0, 
1717478931849853000, 70812166, 0, 65532011, 0, 0, 387432697, 81820, 7555, 0, 0, 0, 0, 0, 0, 
1717478931912249000, 71462518, 0, 66135892, 0, 0, 390994992, 82542, 7619, 0, 0, 0, 0, 0, 0, 
1717478931973192000, 72097129, 0, 66725704, 0, 0, 394472868, 83246, 7683, 0, 0, 0, 0, 0, 0, 
1717478932036108000, 72754271, 0, 67335646, 0, 0, 398071591, 83976, 7747, 0, 0, 0, 0, 0, 0, 
1717478932097855000, 73395928, 0, 67908730, 0, 0, 401512913, 84685, 7811, 0, 0, 0, 0, 0, 0, 
1717478932160081000, 74044592, 0, 68511097, 0, 0, 405066171, 85406, 7875, 0, 0, 0, 0, 0, 0, 
1717478932221656000, 74691959, 0, 69112307, 0, 0, 408612461, 86125, 7939, 0, 0, 0, 0, 0, 0, 
1717478932283791000, 75335849, 0, 69687382, 0, 0, 412065765, 86837, 8003, 0, 0, 0, 0, 0, 0, 
1717478932346344000, 75988204, 0, 70293047, 0, 0, 415638787, 87560, 8067, 0, 0, 0, 0, 0, 0, 
1717478932410668000, 76654485, 0, 70911152, 0, 0, 419286522, 88300, 8131, 0, 0, 0, 0, 0, 0, 
1717478932471931000, 77300976, 0, 71488551, 0, 0, 422753782, 89015, 8195, 0, 0, 0, 0, 0, 0, 
1717478932535459000, 77954115, 0, 72094914, 0, 0, 426331042, 89740, 8259, 0, 0, 0, 0, 0, 0, 
1717478932597915000, 78604046, 0, 72698416, 0, 0, 429891064, 90463, 8323, 0, 0, 0, 0, 0, 0, 
1717478932658255000, 79234265, 0, 73284308, 0, 0, 433345376, 91162, 8387, 0, 0, 0, 0, 0, 0, 
1717478932719533000, 79872869, 0, 73854662, 0, 0, 436770358, 91868, 8451, 0, 0, 0, 0, 0, 0, 
1717478932785536000, 80559074, 0, 74490561, 0, 0, 440524951, 92630, 8515, 0, 0, 0, 0, 0, 0, 
1717478932845727000, 81185201, 0, 75072802, 0, 0, 443957309, 93325, 8579, 0, 0, 0, 0, 0, 0, 
1717478932907091000, 81833148, 0, 75651499, 0, 0, 447432383, 94042, 8643, 0, 0, 0, 0, 0, 0, 
1717478932970449000, 82490318, 0, 76261467, 0, 0, 451031255, 94773, 8707, 0, 0, 0, 0, 0, 0, 
1717478933032932000, 83138193, 0, 76863132, 0, 0, 454580251, 95492, 8771, 0, 0, 0, 0, 0, 0, 
1717478933096493000, 83804343, 0, 77458091, 0, 0, 458152959, 96229, 8835, 0, 0, 0, 0, 0, 0, 
1717478933162327000, 84482973, 0, 78087221, 0, 0, 461866902, 96983, 8899, 0, 0, 0, 0, 0, 0, 
1717478933222763000, 85117740, 0, 78677178, 0, 0, 465345618, 97688, 8963, 0, 0, 0, 0, 0, 0, 
1717478933286844000, 85783391, 0, 79294719, 0, 0, 468989993, 98427, 9027, 0, 0, 0, 0, 0, 0, 
1717478933350395000, 86444684, 0, 79885341, 0, 0, 472536631, 99158, 9091, 0, 0, 0, 0, 0, 0, 
1717478933414656000, 87119504, 0, 80511070, 0, 0, 476230146, 99908, 9155, 0, 0, 0, 0, 0, 0, 
1717478933476899000, 87763241, 0, 81109039, 0, 0, 479756970, 100624, 9219, 0, 0, 0, 0, 0, 0, 
1717478933538143000, 88403045, 0, 81680467, 0, 0, 483188376, 101331, 9283, 0, 0, 0, 0, 0, 0, 
1717478933601125000, 89053287, 0, 82284243, 0, 0, 486750076, 102053, 9347, 0, 0, 0, 0, 0, 0, 
1717478933664121000, 89713597, 0, 82897013, 0, 0, 490365772, 102788, 9411, 0, 0, 0, 0, 0, 0, 
1717478933727212000, 90369271, 0, 83505642, 0, 0, 493956646, 103516, 9475, 0, 0, 0, 0, 0, 0, 
1717478933789197000, 91016652, 0, 84083836, 0, 0, 497428668, 104232, 9539, 0, 0, 0, 0, 0, 0, 
1717478933851622000, 91668934, 0, 84689439, 0, 0, 501001314, 104957, 9603, 0, 0, 0, 0, 0, 0, 
1717478933914327000, 92319137, 0, 85293183, 0, 0, 504562811, 105679, 9667, 0, 0, 0, 0, 0, 0, 
1717478933976037000, 92962469, 0, 85867759, 0, 0, 508013139, 106391, 9731, 0, 0, 0, 0, 0, 0, 
1717478934040145000, 93629291, 0, 86486345, 0, 0, 511663751, 107130, 9795, 0, 0, 0, 0, 0, 0, 
1717478934102011000, 94274856, 0, 87085947, 0, 0, 515200388, 107847, 9859, 0, 0, 0, 0, 0, 0, 
1717478934163755000, 94919607, 0, 87661792, 0, 0, 518658304, 108560, 9923, 0, 0, 0, 0, 0, 0, 
1717478934226885000, 95570560, 0, 88266203, 0, 0, 522223822, 109282, 9987, 0, 0, 0, 0, 0, 0, 
1717478934288658000, 96214107, 0, 88864003, 0, 0, 525749638, 109998, 10051, 0, 0, 0, 0, 0, 0, 
1717478934349263000, 96849431, 0, 89454456, 0, 0, 529231348, 110705, 10115, 0, 0, 0, 0, 0, 0, 
1717478934412718000, 97507146, 0, 90041882, 0, 0, 532758788, 111432, 10179, 0, 0, 0, 0, 0, 0, 
1717478934474898000, 98160242, 0, 90648207, 0, 0, 536335798, 112158, 10243, 0, 0, 0, 0, 0, 0, 
1717478934536912000, 98800606, 0, 91243161, 0, 0, 539844550, 112869, 10307, 0, 0, 0, 0, 0, 0, 
1717478934599328000, 99454659, 0, 91827317, 0, 0, 543352354, 113592, 10371, 0, 0, 0, 0, 0, 0, 
1717478934662077000, 100105426, 0, 92431560, 0, 0, 546916878, 114315, 10435, 0, 0, 0, 0, 0, 0, 
1717478934725885000, 100768330, 0, 93046651, 0, 0, 550546494, 115052, 10499, 0, 0, 0, 0, 0, 0, 
1717478934787182000, 101406576, 0, 93616683, 0, 0, 553969534, 115758, 10563, 0, 0, 0, 0, 0, 0, 
1717478934849839000, 102060628, 0, 94223866, 0, 0, 557551666, 116484, 10627, 0, 0, 0, 0, 0, 0, 
1717478934912934000, 102719541, 0, 94835388, 0, 0, 561159888, 117216, 10691, 0, 0, 0, 0, 0, 0, 
1717478934973720000, 103355597, 0, 95426495, 0, 0, 564645505, 117923, 10755, 0, 0, 0, 0, 0, 0, 
1717478935036086000, 104002202, 0, 96003996, 0, 0, 568113399, 118638, 10819, 0, 0, 0, 0, 0, 0, 
1717478935100088000, 104673940, 0, 96626973, 0, 0, 571790367, 119385, 10883, 0, 0, 0, 0, 0, 0, 
1717478935163594000, 105327566, 0, 97233773, 0, 0, 575370227, 120111, 10947, 0, 0, 0, 0, 0, 0, 
1717478935225992000, 105984790, 0, 97820759, 0, 0, 578895051, 120837, 11011, 0, 0, 0, 0, 0, 0, 
1717478935289016000, 106636263, 0, 98425636, 0, 0, 582463378, 121561, 11075, 0, 0, 0, 0, 0, 0, 
1717478935350694000, 107277020, 0, 99020945, 0, 0, 585974209, 122273, 11139, 0, 0, 0, 0, 0, 0, 
1717478935412047000, 107921297, 0, 99619398, 0, 0, 589503936, 122988, 11203, 0, 0, 0, 0, 0, 0, 
1717478935474777000, 108571013, 0, 100199675, 0, 0, 592988504, 123707, 11267, 0, 0, 0, 0, 0, 0, 
1717478935535635000, 109206079, 0, 100789902, 0, 0, 596468810, 124412, 11331, 0, 0, 0, 0, 0, 0, 
1717478935597721000, 109855999, 0, 101393387, 0, 0, 600028798, 125133, 11395, 0, 0, 0, 0, 0, 0, 
1717478935661313000, 110519091, 0, 101985616, 0, 0, 603585074, 125866, 11459, 0, 0, 0, 0, 0, 0, 
1717478935723274000, 111162664, 0, 102583437, 0, 0, 607111022, 126581, 11523, 0, 0, 0, 0, 0, 0, 
1717478935785729000, 111807036, 0, 103181968, 0, 0, 610641252, 127297, 11587, 0, 0, 0, 0, 0, 0, 
1717478935848910000, 112471447, 0, 103775373, 0, 0, 614204594, 128032, 11651, 0, 0, 0, 0, 0, 0, 
1717478935911036000, 113113503, 0, 104371839, 0, 0, 617722420, 128745, 11715, 0, 0, 0, 0, 0, 0, 
1717478935973719000, 113771418, 0, 104982470, 0, 0, 621325264, 129475, 11779, 0, 0, 0, 0, 0, 0, 
1717478936034912000, 114405056, 0, 105571421, 0, 0, 624797931, 130179, 11843, 0, 0, 0, 0, 0, 0, 
1717478936097637000, 115059259, 0, 106155706, 0, 0, 628306567, 130903, 11907, 0, 0, 0, 0, 0, 0, 
1717478936158913000, 115697405, 0, 106748683, 0, 0, 631803382, 131611, 11971, 0, 0, 0, 0, 0, 0, 
1717478936220665000, 116337540, 0, 107343435, 0, 0, 635310889, 132322, 12035, 0, 0, 0, 0, 0, 0, 
1717478936282837000, 116984810, 0, 107921530, 0, 0, 638782329, 133038, 12099, 0, 0, 0, 0, 0, 0, 
1717478936346458000, 117650262, 0, 108538892, 0, 0, 642425611, 133777, 12163, 0, 0, 0, 0, 0, 0, 
1717478936410473000, 118318067, 0, 109158354, 0, 0, 646081529, 134519, 12227, 0, 0, 0, 0, 0, 0, 
1717478936472032000, 118955849, 0, 109727977, 0, 0, 649502063, 135224, 12291, 0, 0, 0, 0, 0, 0, 
1717478936532775000, 119592054, 0, 110319215, 0, 0, 652988497, 135930, 12355, 0, 0, 0, 0, 0, 0, 
1717478936597247000, 120265916, 0, 110944092, 0, 0, 656676884, 136678, 12419, 0, 0, 0, 0, 0, 0, 
1717478936660231000, 120918343, 0, 111549818, 0, 0, 660250318, 137402, 12483, 0, 0, 0, 0, 0, 0, 
1717478936722235000, 121561919, 0, 112124615, 0, 0, 663701920, 138114, 12547, 0, 0, 0, 0, 0, 0, 
1717478936783630000, 122202185, 0, 112719483, 0, 0, 667210151, 138825, 12611, 0, 0, 0, 0, 0, 0, 
1717478936844050000, 122836120, 0, 113308696, 0, 0, 670684405, 139529, 12675, 0, 0, 0, 0, 0, 0, 
1717478936907296000, 123490694, 0, 113893315, 0, 0, 674195015, 140253, 12739, 0, 0, 0, 0, 0, 0, 
1717478936970875000, 124154131, 0, 114508876, 0, 0, 677827461, 140989, 12803, 0, 0, 0, 0, 0, 0, 
1717478937033102000, 124803809, 0, 115112154, 0, 0, 681386162, 141710, 12867, 0, 0, 0, 0, 0, 0, 
1717478937096283000, 125457863, 0, 115696306, 0, 0, 684893972, 142433, 12931, 0, 0, 0, 0, 0, 0, 
1717478937159894000, 126122213, 0, 116312683, 0, 0, 688531346, 143170, 12995, 0, 0, 0, 0, 0, 0, 
1717478937221691000, 126768650, 0, 116913064, 0, 0, 692072655, 143888, 13059, 0, 0, 0, 0, 0, 0, 
1717478937284232000, 127415001, 0, 117513369, 0, 0, 695613508, 144606, 13123, 0, 0, 0, 0, 0, 0, 
1717478937346033000, 128058813, 0, 118088376, 0, 0, 699066398, 145318, 13187, 0, 0, 0, 0, 0, 0, 
1717478937408536000, 128710257, 0, 118693225, 0, 0, 702634538, 146042, 13251, 0, 0, 0, 0, 0, 0, 
1717478937470499000, 129357580, 0, 119294397, 0, 0, 706180597, 146761, 13315, 0, 0, 0, 0, 0, 0, 
1717478937532488000, 130004308, 0, 119872008, 0, 0, 709649145, 147476, 13379, 0, 0, 0, 0, 0, 0, 
1717478937594762000, 130655331, 0, 120476484, 0, 0, 713215043, 148200, 13443, 0, 0, 0, 0, 0, 0, 
1717478937657919000, 131315348, 0, 121088990, 0, 0, 716829177, 148932, 13507, 0, 0, 0, 0, 0, 0, 
1717478937720060000, 131955927, 0, 121661111, 0, 0, 720264711, 149640, 13571, 0, 0, 0, 0, 0, 0, 
1717478937780001000, 132584320, 0, 122245376, 0, 0, 723709244, 150338, 13635, 0, 0, 0, 0, 0, 0, 
1717478937843993000, 133252663, 0, 122865318, 0, 0, 727368024, 151079, 13699, 0, 0, 0, 0, 0, 0, 
1717478937906917000, 133902624, 0, 123468847, 0, 0, 730928230, 151802, 13763, 0, 0, 0, 0, 0, 0, 
1717478937967505000, 134540062, 0, 124038161, 0, 0, 734346940, 152507, 13827, 0, 0, 0, 0, 0, 0, 
1717478938031717000, 135202874, 0, 124653166, 0, 0, 737976065, 153243, 13891, 0, 0, 0, 0, 0, 0, 
1717478938092792000, 135836958, 0, 125242510, 0, 0, 741451099, 153947, 13955, 0, 0, 0, 0, 0, 0, 
1717478938156594000, 136503653, 0, 125837953, 0, 0, 745026733, 154684, 14019, 0, 0, 0, 0, 0, 0, 
